Tn	Tp	Rn	Rp	R1	APDS	wl(A)	n1	n2	n3	n4	n5	n6	n7	n8	n_ibri
0.7144050	0.0000000	0.2353481	0.0000000	0.0000000	0.8055135	7637.4745418	1.5141490	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7152401	0.0000000	0.2326365	0.0000000	0.0000000	0.7979241	7723.9958805	1.5139880	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7162059	0.0000000	0.2301148	0.0000000	0.0000000	0.7903238	7812.5000000	1.5138284	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7171198	0.0000000	0.2271818	0.0000000	0.0000000	0.7816335	7903.0558483	1.5136697	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7178326	0.0000000	0.2247071	0.0000000	0.0000000	0.7747650	7995.7356077	1.5135124	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7190669	0.0000000	0.2218876	0.0000000	0.0000000	0.7671046	8090.6148867	1.5133560	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7201082	0.0000000	0.2187239	0.0000000	0.0000000	0.7598203	8187.7729258	1.5132006	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7211253	0.0000000	0.2162139	0.0000000	0.0000000	0.7570370	8287.2928177	1.5130466	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7226426	0.0000000	0.2137393	0.0000000	0.0000000	0.7570699	8389.2617450	1.5128936	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7241819	0.0000000	0.2107928	0.0000000	0.0000000	0.7596053	8493.7712344	1.5127416	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7282825	0.0000000	0.2106995	0.0000000	0.0000000	0.7649170	8600.9174312	1.5125909	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7313312	0.0000000	0.2101265	0.0000000	0.0000000	0.7731716	8710.8013937	1.5124409	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7339528	0.0000000	0.2071365	0.0000000	0.0000000	0.7842967	8823.5294118	1.5122921	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7348834	0.0000000	0.2044719	0.0000000	0.0000000	0.7950894	8939.2133492	1.5121443	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7360271	0.0000000	0.2019030	0.0000000	0.0000000	0.8065084	9057.9710145	1.5119978	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7388378	0.0000000	0.1992213	0.0000000	0.0000000	0.8183880	9179.9265606	1.5118520	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7399867	0.0000000	0.1968984	0.0000000	0.0000000	0.8296098	9305.2109181	1.5117073	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7410727	0.0000000	0.1936567	0.0000000	0.0000000	0.8389072	9433.9622642	1.5115635	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7430494	0.0000000	0.1910294	0.0000000	0.0000000	0.8485227	9566.3265306	1.5114207	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7459964	0.0000000	0.1884811	0.0000000	0.0000000	0.8578278	9702.4579560	1.5112790	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7479273	0.0000000	0.1859653	0.0000000	0.0000000	0.8652941	9842.5196850	1.5111383	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7486277	0.0000000	0.1835120	0.0000000	0.0000000	0.8726100	9986.6844208	1.5109982	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7507629	0.0000000	0.1808356	0.0000000	0.0000000	0.8796087	10135.1351351	1.5108595	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7529943	0.0000000	0.1779497	0.0000000	0.0000000	0.8850291	10288.0658436	1.5107214	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7554915	0.0000000	0.1752877	0.0000000	0.0000000	0.8903638	10445.6824513	1.5105844	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7578785	0.0000000	0.1728122	0.0000000	0.0000000	0.8957325	10608.2036775	1.5104482	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7610231	0.0000000	0.1698970	0.0000000	0.0000000	0.8995082	10775.8620690	1.5103129	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7640083	0.0000000	0.1676910	0.0000000	0.0000000	0.9055421	10948.9051095	1.5101786	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7664343	0.0000000	0.1650928	0.0000000	0.0000000	0.9091933	11127.5964392	1.5100451	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7691079	0.0000000	0.1621974	0.0000000	0.0000000	0.9109801	11312.2171946	1.5099126	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7716978	0.0000000	0.1600030	0.0000000	0.0000000	0.9155865	11503.0674847	1.5097809	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7739981	0.0000000	0.1576717	0.0000000	0.0000000	0.9190262	11700.4680187	1.5096499	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7769291	0.0000000	0.1550884	0.0000000	0.0000000	0.9212020	11904.7619048	1.5095199	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7800690	0.0000000	0.1527010	0.0000000	0.0000000	0.9243959	12116.3166397	1.5093908	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7826989	0.0000000	0.1502941	0.0000000	0.0000000	0.9272421	12335.5263158	1.5092624	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7865707	0.0000000	0.1478532	0.0000000	0.0000000	0.9293991	12562.8140704	1.5091350	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7898714	0.0000000	0.1454084	0.0000000	0.0000000	0.9315291	12798.6348123	1.5090083	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7943929	0.0000000	0.1431432	0.0000000	0.0000000	0.9340728	13043.4782609	1.5088823	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.7986679	0.0000000	0.1407119	0.0000000	0.0000000	0.9361621	13297.8723404	1.5087574	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8022766	0.0000000	0.1386598	0.0000000	0.0000000	0.9394507	13562.3869801	1.5086330	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8066322	0.0000000	0.1366567	0.0000000	0.0000000	0.9416639	13837.6383764	1.5085095	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8110110	0.0000000	0.1343389	0.0000000	0.0000000	0.9424761	14124.2937853	1.5083869	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8162345	0.0000000	0.1321297	0.0000000	0.0000000	0.9437598	14423.0769231	1.5082649	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8214066	0.0000000	0.1301214	0.0000000	0.0000000	0.9458688	14734.7740668	1.5081438	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8263835	0.0000000	0.1281650	0.0000000	0.0000000	0.9480804	15060.2409639	1.5080234	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8310803	0.0000000	0.1260345	0.0000000	0.0000000	0.9492060	15400.4106776	1.5079038	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8353958	0.0000000	0.1241249	0.0000000	0.0000000	0.9516751	15756.3025210	1.5077848	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8399307	0.0000000	0.1220405	0.0000000	0.0000000	0.9525157	16129.0322581	1.5076666	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8435267	0.0000000	0.1201434	0.0000000	0.0000000	0.9547400	16519.8237885	1.5075492	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8452847	0.0000000	0.1180420	0.0000000	0.0000000	0.9555939	16930.0225734	1.5074325	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8475469	0.0000000	0.1159868	0.0000000	0.0000000	0.9566362	17361.1111111	1.5073165	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8492665	0.0000000	0.1137954	0.0000000	0.0000000	0.9576887	17814.7268409	1.5072013	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8508352	0.0000000	0.1115552	0.0000000	0.0000000	0.9589320	18292.6829268	1.5070865	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8523770	0.0000000	0.1097260	0.0000000	0.0000000	0.9599732	18796.9924812	1.5069728	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8544696	0.0000000	0.1080051	0.0000000	0.0000000	0.9607715	19329.8969072	1.5068597	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8560543	0.0000000	0.1056496	0.0000000	0.0000000	0.9622635	19893.8992042	1.5067470	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8585699	0.0000000	0.1037425	0.0000000	0.0000000	0.9630481	20491.8032787	1.5066352	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8610515	0.0000000	0.1021006	0.0000000	0.0000000	0.9642670	21126.7605634	1.5065241	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8608639	0.0000000	0.1003528	0.0000000	0.0000000	0.9649042	21802.3255814	1.5064136	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8597623	0.0000000	0.0979090	0.0000000	0.0000000	0.9649467	22522.5225225	1.5063038	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8633452	0.0000000	0.0959317	0.0000000	0.0000000	0.9648645	23291.9254658	1.5061946	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8646395	0.0000000	0.0960572	0.0000000	0.0000000	0.9662524	24115.7556270	1.5060861	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
0.8607156	0.0000000	0.0951446	0.0000000	0.0000000	0.9677865	25000.0000000	1.5059782	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
