eTn	eTp	eRn	eRp	eR1	eAPDS	eLETT	k1	k2	k3	k4	k5	k6	k7	k8	k_ibri
0.0021037	1.0000000	0.0021618	1.0000000	1.0000000	1.0000000	0.0005261	0.0000030	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021210	1.0000000	0.0021596	1.0000000	1.0000000	1.0000000	0.0005417	0.0000031	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021546	1.0000000	0.0021703	1.0000000	1.0000000	1.0000000	0.0005727	0.0000033	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022249	1.0000000	0.0022154	1.0000000	1.0000000	1.0000000	0.0006406	0.0000034	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023960	1.0000000	0.0023663	1.0000000	1.0000000	1.0000000	0.0008095	0.0000036	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0028585	1.0000000	0.0028076	1.0000000	1.0000000	1.0000000	0.0012686	0.0000038	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0038712	1.0000000	0.0037957	1.0000000	1.0000000	1.0000000	0.0022780	0.0000039	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0046405	1.0000000	0.0045553	1.0000000	1.0000000	1.0000000	0.0030383	0.0000041	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021089	1.0000000	0.0020129	1.0000000	1.0000000	1.0000000	0.0005000	0.0000042	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021147	1.0000000	0.0019914	1.0000000	1.0000000	1.0000000	0.0005000	0.0000043	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021167	1.0000000	0.0019722	1.0000000	1.0000000	1.0000000	0.0005000	0.0000045	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021193	1.0000000	0.0019537	1.0000000	1.0000000	1.0000000	0.0005000	0.0000046	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021254	1.0000000	0.0019344	1.0000000	1.0000000	1.0000000	0.0005000	0.0000047	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021280	1.0000000	0.0019177	1.0000000	1.0000000	1.0000000	0.0005000	0.0000049	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021304	1.0000000	0.0018943	1.0000000	1.0000000	1.0000000	0.0005000	0.0000050	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021347	1.0000000	0.0018754	1.0000000	1.0000000	1.0000000	0.0005000	0.0000051	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021412	1.0000000	0.0018571	1.0000000	1.0000000	1.0000000	0.0005000	0.0000052	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021454	1.0000000	0.0018389	1.0000000	1.0000000	1.0000000	0.0005000	0.0000054	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021470	1.0000000	0.0018213	1.0000000	1.0000000	1.0000000	0.0005000	0.0000056	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021517	1.0000000	0.0018020	1.0000000	1.0000000	1.0000000	0.0005000	0.0000057	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021566	1.0000000	0.0017812	1.0000000	1.0000000	1.0000000	0.0005000	0.0000058	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021621	1.0000000	0.0017621	1.0000000	1.0000000	1.0000000	0.0005000	0.0000059	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021673	1.0000000	0.0017442	1.0000000	1.0000000	1.0000000	0.0005000	0.0000060	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021743	1.0000000	0.0017233	1.0000000	1.0000000	1.0000000	0.0005000	0.0000060	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021808	1.0000000	0.0017074	1.0000000	1.0000000	1.0000000	0.0005000	0.0000061	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021862	1.0000000	0.0016887	1.0000000	1.0000000	1.0000000	0.0005000	0.0000062	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021920	1.0000000	0.0016678	1.0000000	1.0000000	1.0000000	0.0005000	0.0000063	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0021977	1.0000000	0.0016520	1.0000000	1.0000000	1.0000000	0.0005000	0.0000064	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022028	1.0000000	0.0016352	1.0000000	1.0000000	1.0000000	0.0005000	0.0000065	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022092	1.0000000	0.0016166	1.0000000	1.0000000	1.0000000	0.0005000	0.0000066	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022162	1.0000000	0.0015994	1.0000000	1.0000000	1.0000000	0.0005000	0.0000066	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022219	1.0000000	0.0015821	1.0000000	1.0000000	1.0000000	0.0005000	0.0000067	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022305	1.0000000	0.0015645	1.0000000	1.0000000	1.0000000	0.0005000	0.0000066	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022377	1.0000000	0.0015469	1.0000000	1.0000000	1.0000000	0.0005000	0.0000064	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022477	1.0000000	0.0015306	1.0000000	1.0000000	1.0000000	0.0005000	0.0000065	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022571	1.0000000	0.0015131	1.0000000	1.0000000	1.0000000	0.0005000	0.0000064	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022650	1.0000000	0.0014984	1.0000000	1.0000000	1.0000000	0.0005000	0.0000063	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022746	1.0000000	0.0014839	1.0000000	1.0000000	1.0000000	0.0005000	0.0000061	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022842	1.0000000	0.0014672	1.0000000	1.0000000	1.0000000	0.0005000	0.0000060	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0022957	1.0000000	0.0014513	1.0000000	1.0000000	1.0000000	0.0005000	0.0000057	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023071	1.0000000	0.0014369	1.0000000	1.0000000	1.0000000	0.0005000	0.0000054	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023180	1.0000000	0.0014228	1.0000000	1.0000000	1.0000000	0.0005000	0.0000052	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023284	1.0000000	0.0014074	1.0000000	1.0000000	1.0000000	0.0005000	0.0000049	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023379	1.0000000	0.0013937	1.0000000	1.0000000	1.0000000	0.0005000	0.0000047	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023478	1.0000000	0.0013787	1.0000000	1.0000000	1.0000000	0.0005000	0.0000046	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023558	1.0000000	0.0013650	1.0000000	1.0000000	1.0000000	0.0005000	0.0000043	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023596	1.0000000	0.0013499	1.0000000	1.0000000	1.0000000	0.0005000	0.0000045	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023646	1.0000000	0.0013351	1.0000000	1.0000000	1.0000000	0.0005000	0.0000046	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023684	1.0000000	0.0013193	1.0000000	1.0000000	1.0000000	0.0005000	0.0000047	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023718	1.0000000	0.0013032	1.0000000	1.0000000	1.0000000	0.0005000	0.0000049	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023752	1.0000000	0.0012900	1.0000000	1.0000000	1.0000000	0.0005000	0.0000051	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023798	1.0000000	0.0012776	1.0000000	1.0000000	1.0000000	0.0005000	0.0000054	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023833	1.0000000	0.0012607	1.0000000	1.0000000	1.0000000	0.0005000	0.0000054	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023889	1.0000000	0.0012469	1.0000000	1.0000000	1.0000000	0.0005000	0.0000054	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023943	1.0000000	0.0012351	1.0000000	1.0000000	1.0000000	0.0005000	0.0000055	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023939	1.0000000	0.0012225	1.0000000	1.0000000	1.0000000	0.0005000	0.0000061	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023915	1.0000000	0.0012049	1.0000000	1.0000000	1.0000000	0.0005000	0.0000067	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023994	1.0000000	0.0011907	1.0000000	1.0000000	1.0000000	0.0005000	0.0000065	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0024022	1.0000000	0.0011916	1.0000000	1.0000000	1.0000000	0.0005000	0.0000072	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
0.0023936	1.0000000	0.0011850	1.0000000	1.0000000	1.0000000	0.0005000	0.0000082	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	1.0000000	0.0000000	
