wl(nm)	Tn	Tp	Rn	Rp	R1	APDS	DEL_1	PSI_1	DEL_2	PSI_2	DEL_3	PSI_3	DEL_4	PSI_4
917.993	0.0000000	0.0000000	0.0000000	0.0000000	0.9581267	0.8181779	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
930.521	0.0000000	0.0000000	0.0000000	0.0000000	0.9601605	0.8295237	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
943.396	0.0000000	0.0000000	0.0000000	0.0000000	0.9596380	0.8390056	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
956.633	0.0000000	0.0000000	0.0000000	0.0000000	0.9598420	0.8485598	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
970.246	0.0000000	0.0000000	0.0000000	0.0000000	0.9591191	0.8579572	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
984.252	0.0000000	0.0000000	0.0000000	0.0000000	0.9603438	0.8648155	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
998.668	0.0000000	0.0000000	0.0000000	0.0000000	0.9611068	0.8727016	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1013.51	0.0000000	0.0000000	0.0000000	0.0000000	0.9615751	0.8796588	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1028.81	0.0000000	0.0000000	0.0000000	0.0000000	0.9612408	0.8850759	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1044.57	0.0000000	0.0000000	0.0000000	0.0000000	0.9612667	0.8903179	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1060.82	0.0000000	0.0000000	0.0000000	0.0000000	0.9611445	0.8956339	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1077.59	0.0000000	0.0000000	0.0000000	0.0000000	0.9609786	0.8987968	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1094.89	0.0000000	0.0000000	0.0000000	0.0000000	0.9625439	0.9055534	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1112.76	0.0000000	0.0000000	0.0000000	0.0000000	0.9625542	0.9093466	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1131.22	0.0000000	0.0000000	0.0000000	0.0000000	0.9613391	0.9108393	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1150.31	0.0000000	0.0000000	0.0000000	0.0000000	0.9633701	0.9159083	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1170.05	0.0000000	0.0000000	0.0000000	0.0000000	0.9639400	0.9193915	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1190.48	0.0000000	0.0000000	0.0000000	0.0000000	0.9628553	0.9210635	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1211.63	0.0000000	0.0000000	0.0000000	0.0000000	0.9638014	0.9245684	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1233.55	0.0000000	0.0000000	0.0000000	0.0000000	0.9643857	0.9274191	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1256.28	0.0000000	0.0000000	0.0000000	0.0000000	0.9639981	0.9292540	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1279.86	0.0000000	0.0000000	0.0000000	0.0000000	0.9641781	0.9313621	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1304.35	0.0000000	0.0000000	0.0000000	0.0000000	0.9653630	0.9342548	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1329.79	0.0000000	0.0000000	0.0000000	0.0000000	0.9656548	0.9361981	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1356.24	0.0000000	0.0000000	0.0000000	0.0000000	0.9676060	0.9397212	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1383.76	0.0000000	0.0000000	0.0000000	0.0000000	0.9678293	0.9414595	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1412.43	0.0000000	0.0000000	0.0000000	0.0000000	0.9659302	0.9420670	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1442.31	0.0000000	0.0000000	0.0000000	0.0000000	0.9665454	0.9433822	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1473.48	0.0000000	0.0000000	0.0000000	0.0000000	0.9681763	0.9455200	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1506.02	0.0000000	0.0000000	0.0000000	0.0000000	0.9697344	0.9478965	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1540.04	0.0000000	0.0000000	0.0000000	0.0000000	0.9697077	0.9488557	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1575.63	0.0000000	0.0000000	0.0000000	0.0000000	0.9715495	0.9517718	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1612.9	0.0000000	0.0000000	0.0000000	0.0000000	0.9714303	0.9527682	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1651.98	0.0000000	0.0000000	0.0000000	0.0000000	0.9719979	0.9547274	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1693	0.0000000	0.0000000	0.0000000	0.0000000	0.9715397	0.9559639	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1736.11	0.0000000	0.0000000	0.0000000	0.0000000	0.9702599	0.9565004	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1781.47	0.0000000	0.0000000	0.0000000	0.0000000	0.9689349	0.9571217	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1829.27	0.0000000	0.0000000	0.0000000	0.0000000	0.9686035	0.9588531	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1879.7	0.0000000	0.0000000	0.0000000	0.0000000	0.9674949	0.9596687	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1932.99	0.0000000	0.0000000	0.0000000	0.0000000	0.9669722	0.9607743	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1989.39	0.0000000	0.0000000	0.0000000	0.0000000	0.9660996	0.9624211	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2049.18	0.0000000	0.0000000	0.0000000	0.0000000	0.9648892	0.9629706	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2112.68	0.0000000	0.0000000	0.0000000	0.0000000	0.9634486	0.9639184	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2180.23	0.0000000	0.0000000	0.0000000	0.0000000	0.9570642	0.9650822	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2252.25	0.0000000	0.0000000	0.0000000	0.0000000	0.9502504	0.9652164	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2329.19	0.0000000	0.0000000	0.0000000	0.0000000	0.9512227	0.9652574	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2411.58	0.0000000	0.0000000	0.0000000	0.0000000	0.9499990	0.9661014	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2500	0.0000000	0.0000000	0.0000000	0.0000000	0.9356899	0.9647954	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
