wl(nm)	eTn	eTp	eRn	eRp	eR1	eAPDS	eDEL_1	ePSI_1	eDEL_2	ePSI_2	eDEL_3	ePSI_3	eDEL_4	ePSI_4
905.797	0.0000000	0.0000000	0.0000000	0.0000000	0.0074020	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
917.993	0.0000000	0.0000000	0.0000000	0.0000000	0.0073985	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
930.521	0.0000000	0.0000000	0.0000000	0.0000000	0.0074132	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
943.396	0.0000000	0.0000000	0.0000000	0.0000000	0.0074094	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
956.633	0.0000000	0.0000000	0.0000000	0.0000000	0.0074109	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
970.246	0.0000000	0.0000000	0.0000000	0.0000000	0.0074057	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
984.252	0.0000000	0.0000000	0.0000000	0.0000000	0.0074145	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
998.668	0.0000000	0.0000000	0.0000000	0.0000000	0.0074200	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1013.51	0.0000000	0.0000000	0.0000000	0.0000000	0.0074233	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1028.81	0.0000000	0.0000000	0.0000000	0.0000000	0.0074209	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1044.57	0.0000000	0.0000000	0.0000000	0.0000000	0.0074211	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1060.82	0.0000000	0.0000000	0.0000000	0.0000000	0.0074202	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1077.59	0.0000000	0.0000000	0.0000000	0.0000000	0.0074190	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1094.89	0.0000000	0.0000000	0.0000000	0.0000000	0.0074303	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1112.76	0.0000000	0.0000000	0.0000000	0.0000000	0.0074304	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1131.22	0.0000000	0.0000000	0.0000000	0.0000000	0.0074216	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1150.31	0.0000000	0.0000000	0.0000000	0.0000000	0.0074363	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1170.05	0.0000000	0.0000000	0.0000000	0.0000000	0.0074404	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1190.48	0.0000000	0.0000000	0.0000000	0.0000000	0.0074326	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1211.63	0.0000000	0.0000000	0.0000000	0.0000000	0.0074394	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1233.55	0.0000000	0.0000000	0.0000000	0.0000000	0.0074436	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1256.28	0.0000000	0.0000000	0.0000000	0.0000000	0.0074408	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1279.86	0.0000000	0.0000000	0.0000000	0.0000000	0.0074421	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1304.35	0.0000000	0.0000000	0.0000000	0.0000000	0.0074506	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1329.79	0.0000000	0.0000000	0.0000000	0.0000000	0.0074527	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1356.24	0.0000000	0.0000000	0.0000000	0.0000000	0.0074668	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1383.76	0.0000000	0.0000000	0.0000000	0.0000000	0.0074684	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1412.43	0.0000000	0.0000000	0.0000000	0.0000000	0.0074547	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1442.31	0.0000000	0.0000000	0.0000000	0.0000000	0.0074591	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1473.48	0.0000000	0.0000000	0.0000000	0.0000000	0.0074709	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1506.02	0.0000000	0.0000000	0.0000000	0.0000000	0.0074821	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1540.04	0.0000000	0.0000000	0.0000000	0.0000000	0.0074819	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1575.63	0.0000000	0.0000000	0.0000000	0.0000000	0.0074952	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1612.9	0.0000000	0.0000000	0.0000000	0.0000000	0.0074943	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1651.98	0.0000000	0.0000000	0.0000000	0.0000000	0.0074984	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1693	0.0000000	0.0000000	0.0000000	0.0000000	0.0074951	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1736.11	0.0000000	0.0000000	0.0000000	0.0000000	0.0074859	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1781.47	0.0000000	0.0000000	0.0000000	0.0000000	0.0074763	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1829.27	0.0000000	0.0000000	0.0000000	0.0000000	0.0074739	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1879.7	0.0000000	0.0000000	0.0000000	0.0000000	0.0074660	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1932.99	0.0000000	0.0000000	0.0000000	0.0000000	0.0074622	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
1989.39	0.0000000	0.0000000	0.0000000	0.0000000	0.0074559	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2049.18	0.0000000	0.0000000	0.0000000	0.0000000	0.0074472	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2112.68	0.0000000	0.0000000	0.0000000	0.0000000	0.0074368	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2180.23	0.0000000	0.0000000	0.0000000	0.0000000	0.0073909	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2252.25	0.0000000	0.0000000	0.0000000	0.0000000	0.0073418	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2329.19	0.0000000	0.0000000	0.0000000	0.0000000	0.0073488	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2411.58	0.0000000	0.0000000	0.0000000	0.0000000	0.0073400	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
2500	0.0000000	0.0000000	0.0000000	0.0000000	0.0072370	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	
