0.578638384	3.21741e-07	0.62921	1.35522	187.6	-0.0084
0.578638384	3.21741005e-07	0.62921	1.35522	187.6	-0.0084
0.578638383	3.21741e-07	0.629210009	1.35522	187.6	-0.0084
0.578638344	3.21741e-07	0.62921	1.35522002	187.6	-0.0084
0.578638378	3.21741e-07	0.62921	1.35522	187.600003	-0.0084
0.578638384	3.21741e-07	0.62921	1.35522	187.6	-0.00839999987
0.580275613	-0.00280964061	0.630285138	1.35522304	187.592284	-0.00833947675
0.579028702	-0.000976184283	0.629429788	1.35522465	187.599877	-0.00837860715
0.578744127	-0.00031359829	0.629274332	1.35522156	187.600218	-0.00839306064
0.578677744	-0.000123795188	0.629234942	1.35522062	187.600115	-0.00839724738
0.578651457	-4.25740007e-05	0.629218558	1.35522022	187.600044	-0.00839904719
0.578643133	-1.59847303e-05	0.629213246	1.35522008	187.600017	-0.0083996376
0.578640015	-5.90796562e-06	0.629211239	1.35522003	187.600007	-0.00839986152
0.578638845	-2.11164822e-06	0.629210484	1.35522001	187.600003	-0.0083999459
0.578638408	-6.89371819e-07	0.629210201	1.35522001	187.600001	-0.00839997752
0.578638249	-1.71584136e-07	0.629210098	1.35522	187.600001	-0.00839998903
0.578638249	-1.71584134e-07	0.629210098	1.35522	187.600001	-0.00839998903
0.578638247	-1.71584136e-07	0.629210107	1.35522	187.600001	-0.00839998903
0.578638208	-1.71584136e-07	0.629210098	1.35522002	187.600001	-0.00839998903
0.578638242	-1.71584136e-07	0.629210098	1.35522	187.600003	-0.00839998903
0.578638248	-1.71584136e-07	0.629210098	1.35522	187.600001	-0.00839998891
0.578638248	2.2066162e-07	0.629210131	1.35522	187.600001	-0.00839998538
